UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Thomas Horrobin,@thomashorrobin,2016-01-01T23:58:53.000Z,"Thomas Horrobin
@thomashorrobin
·
Jan 1, 2016","Replying to 
@roddrury",,,1,1,[],https://twitter.com/thomashorrobin/status/683074947644657664
Investors Hangout,@IHPosts2,2016-01-01T15:23:09.000Z,"Investors Hangout
@IHPosts2
·
Jan 1, 2016","$GEQU Recent News Updated Friday, January 1, 2016 09:44:19 AM $RXSF $SPCL $AAPL $MCOA",,,1,,['https://pbs.twimg.com/card_img/1640353348250488832/21aMmjK9?format=png&name=240x240'],https://twitter.com/IHPosts2/status/682945159751839748
TalkMarkets Recap,@MarketsRecap,2016-01-01T10:09:02.000Z,"TalkMarkets Recap
@MarketsRecap
·
Jan 1, 2016",Dow Jones Industrial Average Falls 127 Points Ahead Of Final Close Of 2015 $BHI $CVX $SVU $XOM $AAPL $SONC $WPX ... http://goo.gl/xvaSnA,,,1,,[],https://twitter.com/MarketsRecap/status/682866111738736640
WKRB News,@WKRBNews,2016-01-01T07:47:26.000Z,"WKRB News
@WKRBNews
·
Jan 1, 2016","TrimTabs Asset Management Purchases $2,157,000 Shares of Apple Inc. $AAPL http://ift.tt/1PAGrY9",,,1,,[],https://twitter.com/WKRBNews/status/682830476579569665
Philip Elmer-DeWitt,@philiped,2016-01-01T16:56:31.000Z,"Philip Elmer-DeWitt
@philiped
·
Jan 1, 2016",Merckel's 6 reasons Apple closed 2015 with a whimper http://for.tn/1NYaS82 $aapl #toobignottofail,,5,14,28,[],https://twitter.com/philiped/status/682968657589309441
Daniel Eran Dilger,@DanielEran,2016-01-01T19:57:43.000Z,"Daniel Eran Dilger
@DanielEran
·
Jan 1, 2016","PVD+ researchers use #AppleWatch, hand gestures to pilot drone, control #HomeKit lamps $AAPL http://appleinsider.com/articles/16/01/01/researchers-use-apple-watch-to-pilot-drone-control-homekit-hue-lamps-via-hand-gestures…",,1,4,3,['https://pbs.twimg.com/media/CXqN2SIVAAApeDf?format=png&name=small'],https://twitter.com/DanielEran/status/683014257739341824
stockmarketnow,@marketstocknews,2016-01-01T08:52:37.000Z,"stockmarketnow
@marketstocknews
·
Jan 1, 2016",RT TheStreet: Get used to hearing about the Internet of Things http://bit.ly/1NQQurv  $AAPL $GOOGL,,,1,,['https://pbs.twimg.com/card_img/1639574289685807106/pXXqi5U5?format=jpg&name=small'],https://twitter.com/marketstocknews/status/682846881404325888
Sakya Duvvuru,@sakyaduvvuru,2016-01-01T02:31:03.000Z,"Sakya Duvvuru
@sakyaduvvuru
·
Dec 31, 2015",2018 ev / fcf on top and fcf growth from fy'15 - fy'18 on left. Feelin good about $aapl,,1,2,3,['https://pbs.twimg.com/media/CXmeR7DVAAAUQEX?format=jpg&name=small'],https://twitter.com/sakyaduvvuru/status/682750854198210560
Bill Rietman,@BillRietman,2016-01-01T20:42:36.000Z,"Bill Rietman
@BillRietman
·
Jan 1, 2016","But AAPL is quite tempting at this price, having bought back ~5% shares in last year, with 2% dividend.",,,,1,['https://pbs.twimg.com/profile_images/1202805666252902400/nWSYMIjJ_mini.jpg'],https://twitter.com/BillRietman/status/683025551972413441
Tony is Trading,@TFMTrades,2016-01-01T16:01:23.000Z,"Tony is Trading
@TFMTrades
·
Jan 1, 2016","$FANG Performance 2015:

$FB         up   33%
$AMZN   up 119%
$NFLX     up 129%
$GOOG   up  44%

$AAPL  down -3%

& $TWTR down -36%",,,2,2,[],https://twitter.com/TFMTrades/status/682954781908795392
iphone gossip,@iphonegossip,2016-01-01T08:00:13.000Z,"iphone gossip
@iphonegossip
·
Jan 1, 2016","iPhone Jobs USA: Apple 2016 predictions: Acquisitions, accessories AAPL – Investor’s Business Daily http://tinyurl.com/h9vgbd4",,,,1,[],https://twitter.com/iphonegossip/status/682833691567984641
TheStreet,@TheStreet,2016-01-01T06:06:02.000Z,"TheStreet
@TheStreet
·
Jan 1, 2016",2016 could be a big year for the 'Internet of Things' http://bit.ly/1NQQurv $AAPL $GOOGL,,,3,9,[],https://twitter.com/TheStreet/status/682804957406441472
Investors Hangout,@IHPosts2,2016-01-01T15:23:08.000Z,"Investors Hangout
@IHPosts2
·
Jan 1, 2016","$EPGL Stock Forum Updated Friday, January 1, 2016 09:44:19 AM $SIPC $HAS $AAPL $ACTL http://dlvr.it/D8qmJb",,,2,1,[],https://twitter.com/IHPosts2/status/682945155272409089
Andy Zaky,@BullishCross,2016-01-01T17:35:23.000Z,"Andy Zaky
@BullishCross
·
Jan 1, 2016","Happy New Year! In 2016, $AAPL cash per share is expected to grow from $35 to $52.  In 2017, from $52 to $70. Will that impact $AAPL's stock",,2,1,3,[],https://twitter.com/BullishCross/status/682978437401673728
Philip Elmer-DeWitt,@philiped,2016-01-01T14:50:45.000Z,"Philip Elmer-DeWitt
@philiped
·
Jan 1, 2016","“Nobody wants to invest in AAPL anymore, it makes too much money”

[Found on an Apple investor board]",,9,12,22,[],https://twitter.com/philiped/status/682937008323473408
TalkMarkets,@TalkMarkets,2016-01-01T16:09:01.000Z,"TalkMarkets
@TalkMarkets
·
Jan 1, 2016",Dow Jones Industrial Average Falls 127 Points Ahead Of Final Close Of 2015 $BHI $CVX $SVU $XOM $AAPL $SONC $WPX ... http://goo.gl/xvaSnA,,,,,[],https://twitter.com/TalkMarkets/status/682956703957127168
Bruno Nunes,@brunomigueln,2016-01-01T07:57:47.000Z,"Bruno Nunes
@brunomigueln
·
Jan 1, 2016",Apple Inc. (AAPL) Patent Filed So That Users Can Pay Friends Via iMessage http://dlvr.it/D8gzPQ,,,1,,[],https://twitter.com/brunomigueln/status/682833079430336512
vaheelfan,@vaheelfan,2016-01-01T16:45:47.000Z,"vaheelfan
@vaheelfan
·
Jan 1, 2016","Replying to 
@vaheelfan",,,1,1,['https://pbs.twimg.com/media/CXph6p2WwAAvW1b?format=jpg&name=small'],https://twitter.com/vaheelfan/status/682965957325774848
Tecniquo,@tecniquo,2016-01-01T23:00:10.000Z,"Tecniquo
@tecniquo
·
Jan 1, 2016","How Apple stays on top of the tech world (AAPL, MSFT) http://mf.tt/lRghK",,,,1,['https://pbs.twimg.com/media/CXq3m7WU0AAJV7o?format=jpg&name=small'],https://twitter.com/tecniquo/status/683060172953001984
Derald Muniz,@1nvestor,2016-01-01T13:36:30.000Z,"Derald Muniz
@1nvestor
·
Jan 1, 2016",factoids on $AAPL : stock closes down for 2015. But ... up over 80% since Tim Cook took over,,,,3,[],https://twitter.com/1nvestor/status/682918323453956099
website hosting uk,@websitehostuk,2016-01-01T07:59:58.000Z,"website hosting uk
@websitehostuk
·
Jan 1, 2016","iPhone news: Apple 2016 predictions: Acquisitions, accessories AAPL – Investor’s Business Daily http://tinyurl.com/h9vgbd4",,,,1,[],https://twitter.com/websitehostuk/status/682833630427627520
TradingView Snaps,@snapsssss,2016-01-01T04:37:58.000Z,"TradingView Snaps
@snapsssss
·
Dec 31, 2015",I M $AAPL,,,1,,['https://pbs.twimg.com/card_img/1641862737780244486/LEA-PxK3?format=png&name=small'],https://twitter.com/snapsssss/status/682782795811258368
Oracle of Wall St,@OracleofWallSt,2016-01-01T14:57:00.000Z,"Oracle of Wall St
@OracleofWallSt
·
Jan 1, 2016",Approximately 90% of all Apple options expired worthless in 2015. #Apple $AAPL,,,,1,['https://pbs.twimg.com/profile_images/1519700845817962496/DMeHIufq_mini.jpg'],https://twitter.com/OracleofWallSt/status/682938577907396609
TradingView Snaps,@snapsssss,2016-01-01T04:30:27.000Z,"TradingView Snaps
@snapsssss
·
Dec 31, 2015",I m short!  $AAPL http://tradingview.com/chart/AAPL/hFJ5N46v-I-m-short/…,,,1,,[],https://twitter.com/snapsssss/status/682780904750624769
Hunter Thomas,@whunterthomas,2016-01-01T06:31:01.000Z,"Hunter Thomas
@whunterthomas
·
Jan 1, 2016",First purchase of 2016: #AppleMusic $AAPL happy new year!,,,,2,['https://pbs.twimg.com/media/CXnVLEaUEAABdEU?format=jpg&name=900x900'],https://twitter.com/whunterthomas/status/682811246287142912
vlady peters,@celebrantauthor,2016-01-01T23:17:46.000Z,"vlady peters
@celebrantauthor
·
Jan 1, 2016","7 Surprisingly Simple Ways to Become a Millionaire  http://aol.it/1zag6ev via 
@daily_finance
 $RTN $AAPL $BRK-A",,,,,[],https://twitter.com/celebrantauthor/status/683064601265606656
TweakTown,@TweakTown,2016-01-01T01:15:17.000Z,"TweakTown
@TweakTown
·
Dec 31, 2015",.@Samsungtweets is betting big on health next year with a new biometrics proces $AAPL http://tweaktown.com/news/49336/samsungs-new-bio-processor-tracks-health-5-different-ways/index.html?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=tweaktown…,,,1,1,['https://pbs.twimg.com/media/CXmM8gTUMAAgCLe?format=jpg&name=small'],https://twitter.com/TweakTown/status/682731789685637120
Dave Friesen,@DaveFriesen,2016-01-01T07:07:33.000Z,"Dave Friesen
@DaveFriesen
·
Jan 1, 2016",This is how AAPL could prove pessimists wrong in holiday quarter iPhone sales – analyst http://flip.it/5gBWt $AAPL,,,1,1,['https://pbs.twimg.com/card_img/1641862662165258250/az7iWuLk?format=jpg&name=small'],https://twitter.com/DaveFriesen/status/682820439765155841
Artur Adib,@r2r,2016-01-01T19:48:28.000Z,"Artur Adib
@r2r
·
Jan 1, 2016",Dear tweeps: Please explain how $MSFT is worth THREE TIMES more its earnings than $AAPL. Does Satya have a 3x better record than Cook & Ive?,,4,,4,[],https://twitter.com/r2r/status/683011928147521538
Fatih Guvenen,@fatihguvenen,2016-01-01T17:12:02.000Z,"Fatih Guvenen
@fatihguvenen
·
Jan 1, 2016",2/n. Apple has peaked in my view. The stock $aapl might go up some more who knows but product wise their best days are left behind.,,,1,3,[],https://twitter.com/fatihguvenen/status/682972562423463940
Fiduciary,@feeonly77,2016-01-01T15:15:20.000Z,"Fiduciary
@feeonly77
·
Jan 1, 2016","6 Factors That Could Shape The Stock Market In 2016 http://news.investors.com/investing-the-big-picture/123115-787720-stocks-big-picture.htm… #IBDNews via 
@IBDinvestors
  $AAPL $SSYS $DDD  $AAPL $SSYS $DDD",,,,,[],https://twitter.com/feeonly77/status/682943193395036161
Just a kid!,@DickyFirmanzyah,2016-01-01T23:00:08.000Z,"Just a kid!
@DickyFirmanzyah
·
Jan 1, 2016","Potential Tesla competitor Faraday Future is strange and confusing (tsla, aapl) - http://klou.tt/xptzz5t8igkt",,1,63,30,[],https://twitter.com/DickyFirmanzyah/status/683060166460215296
Finance Trends,@FinanceTrends,2016-01-01T23:11:21.000Z,"Finance Trends
@FinanceTrends
·
Jan 1, 2016","NEW: Markets are Living, Breathing Organisms. You Must Adapt. http://bit.ly/1O03vwO $SPY $USO $XLE $AAPL",,,,1,[],https://twitter.com/FinanceTrends/status/683062985712087040
Stocktwits,@Stocktwits,2016-01-01T21:43:26.000Z,"Stocktwits
@Stocktwits
·
Jan 1, 2016","We looked back at 2015 and found 10 of the most shared, clicked, and viewed charts. Here they are: http://stks.co/q3OhP

$SPY $AAPL $USO",,,12,18,[],https://twitter.com/Stocktwits/status/683040861723213824
"chadi nabhan MD, MBA, FACP",@chadinabhan,2016-01-01T02:24:33.000Z,"chadi nabhan MD, MBA, FACP
@chadinabhan
·
Dec 31, 2015","Well, I guess everything is possible #aapl :  #HappyNewYear #happy2016",,,,2,['https://pbs.twimg.com/media/CXmczB4WYAEa06K?format=jpg&name=900x900'],https://twitter.com/chadinabhan/status/682749219153801217
David Jackson,@davidjaxon,2016-01-01T14:17:01.000Z,"David Jackson
@davidjaxon
·
Jan 1, 2016",Apple closes first negative year since 2008 $AAPL,,,,1,['https://pbs.twimg.com/card_img/1638729094115328002/8lqMHNnf?format=png&name=small'],https://twitter.com/davidjaxon/status/682928519190605824
Artur Adib,@r2r,2016-01-01T20:33:51.000Z,"Artur Adib
@r2r
·
Jan 1, 2016","@rcoder
 AAPL margins have been in the 20-25% range, just like the most profitable software co. in the world (GOOG) https://ycharts.com/companies/AAPL/profit_margin…",,1,,1,[],https://twitter.com/r2r/status/683023349166006273
Francois Goube,@francoisgoube,2016-01-01T06:37:01.000Z,"Francois Goube
@francoisgoube
·
Jan 1, 2016",Here are the crazy lengths Apple goes to in order to keep the Apple Watch accurate (AAPL) http://read.bi/1R0LxAt,,,2,2,['https://pbs.twimg.com/media/CXnWlYlWEAEdlIZ?format=jpg&name=small'],https://twitter.com/francoisgoube/status/682812756404363264
Alex Jiménez,@RAlexJimenez,2016-01-01T14:35:13.000Z,"Alex Jiménez
@RAlexJimenez
·
Jan 1, 2016",This is how $AAPL could prove pessimists wrong in holiday quarter iPhone sales http://flip.it/VyxO9 #mobile,,,,,['https://pbs.twimg.com/card_img/1640256226138415104/EWjHFKkd?format=jpg&name=small'],https://twitter.com/RAlexJimenez/status/682933096304500741
"Jeff York, PPT",@Pivotal_Pivots,2016-01-01T22:26:49.000Z,"Jeff York, PPT
@Pivotal_Pivots
·
Jan 1, 2016","Will this hurt US iPhone sales? $AAPL
AT&T to stop offering two-year contracts http://usatoday.com/story/tech/2015/12/30/att-to-stop-offering-two-year-contracts/78087824/… via 
@USATODAY",,1,,1,['https://pbs.twimg.com/card_img/1640924124389277698/xiQFUolz?format=jpg&name=small'],https://twitter.com/Pivotal_Pivots/status/683051782105382912
Sam Altman,@sama,2016-01-02T03:01:59.000Z,"Sam Altman
@sama
·
Jan 1, 2016","2015 % change:

YHOO: -34
ORCL: -18
IBM: -14
AAPL: -4
MSFT: +21
ADBE: +31
CRM: +32
FB: +35
GOOGL: +48
NVDA: +66
AMZN: +120
NFLX: +137",,20,783,754,[],https://twitter.com/sama/status/683121029112315904
MacHash,@MacHashNews,2016-01-02T21:44:04.000Z,"MacHash
@MacHashNews
·
Jan 2, 2016",Another F for Alphabet: U.S. Marines reject Google's other android as… http://dlvr.it/D9JNNn #AppleInsider $AAPL,,,1,2,['https://pbs.twimg.com/media/CXvvx61UAAALBWn?format=jpg&name=small'],https://twitter.com/MacHashNews/status/683403409454567424
DrivingTheDay,@DrivingTheDay,2016-01-02T02:12:25.000Z,"DrivingTheDay
@DrivingTheDay
·
Jan 1, 2016",Apple turned in its first negative year since 2008 - 2016 iPhone sales? http://domainmondo.com/2016/01/jim-chanos-i-dont-think-apples-value.html… $AAPL #iphone6splus #iPhone7,,,5,8,[],https://twitter.com/DrivingTheDay/status/683108553222012928
ThngsStockBrokersSay,@stockbrokerssay,2016-01-02T19:00:01.000Z,"ThngsStockBrokersSay
@stockbrokerssay
·
Jan 2, 2016","If $AAPL doesn't hit a $1Trillion MKTcap, I will personally pay off your mortgage! #ThingsStockBrokersSay",,,,2,[],https://twitter.com/stockbrokerssay/status/683362126166159361
MacHash,@MacHashNews,2016-01-02T23:16:03.000Z,"MacHash
@MacHashNews
·
Jan 2, 2016",How to make iOS 9's default apps disappear http://dlvr.it/D9KTL3 #AppleInsider $AAPL,,,,1,['https://pbs.twimg.com/media/CXwE1ZqUsAAfTlv?format=jpg&name=small'],https://twitter.com/MacHashNews/status/683426559051448320
MarketWatch,@MarketWatch,2016-01-02T16:56:40.000Z,"MarketWatch
@MarketWatch
·
Jan 2, 2016",Here's what Apple should do with its massive cash pile in 2016: http://on.mktw.net/1MIKOM8 $AAPL,,17,44,45,['https://pbs.twimg.com/media/CXut_-CWwAAlQ3e?format=jpg&name=small'],https://twitter.com/MarketWatch/status/683331083711176704
Tracy (𝒞𝒽𝒾 ),@chigrl,2016-01-02T23:07:45.000Z,"Tracy (𝒞𝒽𝒾 )
@chigrl
·
Jan 2, 2016",Ohhh nooo...everyone talking oil again. ..so much better when you all were talking about  $AAPL,,3,,6,[],https://twitter.com/chigrl/status/683424468996239360
ISEE+3,@ISEEp3,2016-01-02T02:57:14.000Z,"ISEE+3
@ISEEp3
·
Jan 1, 2016","Net of net cash, $AAPL price to free cash flow multiple will be < 6 if AAPL still at this price after earnings in 3 weeks.  Less than 6!",,1,,3,[],https://twitter.com/ISEEp3/status/683119830753505280
Vivek Wadhwa,@wadhwa,2016-01-02T16:59:01.000Z,"Vivek Wadhwa
@wadhwa
·
Jan 2, 2016","AAPL should launch AppleCoin-legal, trusted version of Bitcoin. Trillion $opp. Will disrupt. http://wadhwa.com/2015/12/21/how-apples-trojan-horse-will-eat-the-credit-card-industry-draft/…",,2,10,10,"['https://pbs.twimg.com/profile_images/705601245596090368/Z6xUOnRg_mini.jpg', 'https://pbs.twimg.com/media/CXut_-CWwAAlQ3e?format=jpg&name=small']",https://twitter.com/wadhwa/status/683331674428473344
WLST.com,@wlstcom,2016-01-02T17:50:09.000Z,"WLST.com
@wlstcom
·
Jan 2, 2016","CES 2016 will be full of wearables, but would you really wear them? - CNET $FIT $AAPL #CES http://cnet.com/news/ces-2016-will-be-full-of-wearables-but-would-you-actually-wear-them…",,,,1,['https://pbs.twimg.com/media/CXu6PXuWYAEA9TX?format=jpg&name=small'],https://twitter.com/wlstcom/status/683344541831815169
Rohit Yadav,@luxusautosindia,2016-01-02T15:56:08.000Z,"Rohit Yadav
@luxusautosindia
·
Jan 2, 2016","While Tesla and Apple AAPL -1.98% are working on electric car technologies, a woman entrepreneur from the southern I…http://onforb.es/1TuEnC9",,,,,[],https://twitter.com/luxusautosindia/status/683315850812604416
The Dave,@davidp13,2016-01-02T07:30:16.000Z,"The Dave
@davidp13
·
Jan 2, 2016",Apple closes first negative year since 2008 $AAPL http://seekingalpha.com/news/3009616,,,,,[],https://twitter.com/davidp13/status/683188544798638080
Eugene Perry,@EugenePerry01,2016-01-02T11:17:35.000Z,"Eugene Perry
@EugenePerry01
·
Jan 2, 2016",AAPL Stock: Is This the Next Big Thing from Apple Inc.?: Mr. Market has not been paying attention to ... http://bit.ly/1VwacM0 #AppleTV,,,,1,[],https://twitter.com/EugenePerry01/status/683245749824454656
1 min Stock Insights,@1MinuteStock,2016-01-02T08:57:37.000Z,"1 min Stock Insights
@1MinuteStock
·
Jan 2, 2016",Not sure what to do with $AAPL? Explore our #fundamental pros and cons.  https://unicornbay.com/t/AAPL.US?utm_medium=tweet&utm_campaign=notsureproscons&utm_source=twitter…,,,,,[],https://twitter.com/1MinuteStock/status/683210525652594688
Mike,@First1111119,2016-01-02T07:22:02.000Z,"Mike
@First1111119
·
Jan 2, 2016","Using The Force? No, it's an Apple Watch flying this drone http://buff.ly/1YW1M0P #drones $AAPL",,,,1,[],https://twitter.com/First1111119/status/683186471721943041
Pristine Systems,@pristinesystems,2016-01-02T21:01:06.000Z,"Pristine Systems
@pristinesystems
·
Jan 2, 2016",The Best Apple Inc. Headlines in 2015 (AAPL) http://buff.ly/1ReSE6K,,,,1,[],https://twitter.com/pristinesystems/status/683392598048944129
AAPL Tree,@AAPLTree,2016-01-02T22:19:23.000Z,"AAPL Tree
@AAPLTree
·
Jan 2, 2016","$AAPL Earnings in less than a month! 
The big holiday quarter! 
...why is no one all that excited #heh #neitherIamreally #relativelyspeaking",,,1,2,[],https://twitter.com/AAPLTree/status/683412296278773760
Apple agent,@apple_agent,2016-01-02T22:22:06.000Z,"Apple agent
@apple_agent
·
Jan 2, 2016",The State Of Apple (AAPL): 2015 Doji Candlestick Says It All - See It Market (blog) #it http://dragplus.com/post/id/33135999…,,,,,[],https://twitter.com/apple_agent/status/683412979795279874
Muathe,@muathe,2016-01-02T18:08:49.000Z,"Muathe
@muathe
·
Jan 2, 2016",[VIDEO] U.S. + World Market Analysis Jan 02/2016 $GE $BAC $VXX $AAPL $UGAZ $KMI $QQQ $UWTI $MSFT $SUNE $FCX $AMLP,,,,2,['https://pbs.twimg.com/card_img/1641374356692430850/eg-tGgkt?format=jpg&name=240x240'],https://twitter.com/muathe/status/683349241599664128
Nereida Diesen,@nereidadin,2016-01-02T04:15:25.000Z,"Nereida Diesen
@nereidadin
·
Jan 1, 2016",Apple Inc. App Store Was Just Dominated By a Major Rival $AAPL #Apple http://lbnewtemplate.wpengine.com/125803/apple-inc-app-store-was-just-dominated-by-a-major-rival/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitterUpdate…,,,,,[],https://twitter.com/nereidadin/status/683139508477493248
Investors Hangout,@IHPosts,2016-01-02T22:46:33.000Z,"Investors Hangout
@IHPosts
·
Jan 2, 2016","$INOH Percent Change Updated Saturday, January 2, 2016 5:42:52 PM $DEWM $AAPL $NWBO $NWBO",,,,2,['https://pbs.twimg.com/card_img/1640353348250488832/21aMmjK9?format=png&name=240x240'],https://twitter.com/IHPosts/status/683419133975777281
See It Market,@seeitmarket,2016-01-02T18:17:52.000Z,"See It Market
@seeitmarket
·
Jan 2, 2016","New Post - ""The State Of Apple: 2015 Doji Candlestick Says It All"" http://seeitmarket.com/the-state-of-apple-stock-aapl-2015-doji-candlestick-says-it-all-15141/… by 
@andrewnyquist
 $AAPL",,1,8,9,['https://pbs.twimg.com/media/CXvAlc2UAAIGZXv?format=png&name=small'],https://twitter.com/seeitmarket/status/683351518678913024
LSM,@LSMiressi,2016-01-02T23:39:57.000Z,"LSM
@LSMiressi
·
Jan 2, 2016",I think $aapl will be doing just fine this year. Mobbed.,,1,,2,['https://pbs.twimg.com/media/CXwKTg0WQAE05-5?format=jpg&name=small'],https://twitter.com/LSMiressi/status/683432574023262209
Day Traders Group,@DayTradersGroup,2016-01-02T22:57:26.000Z,"Day Traders Group
@DayTradersGroup
·
Jan 2, 2016",Charting the Next Breakdown in the S&P 500 http://daytradersgroupofamerica.com/so/9L83OZae#/main… $SPY $SPX $QQQ $XLI $XLE $XLF $USO $AAPL $FB $iWM  #Investing #stockpicks,🏄,,14,4,[],https://twitter.com/DayTradersGroup/status/683421872587804672
