Date,vader_polarity
2022-01-01,0.2585142857142857
2022-01-02,0.2268764705882353
2022-01-03,0.19184285714285715
2022-01-04,0.19008
2022-01-05,0.2902324324324324
2022-01-06,0.146465625
2022-01-07,0.210065306122449
2022-01-08,0.26922
2022-01-09,0.16939024390243904
2022-01-10,0.1776673469387755
2022-01-11,0.12183513513513514
2022-01-12,0.3119871794871795
2022-01-13,0.21295238095238098
2022-01-14,0.07658780487804878
2022-01-15,0.08588157894736842
2022-01-16,0.1055
2022-01-17,0.2553068965517241
2022-01-18,0.21072857142857143
2022-01-19,0.22704444444444447
2022-01-20,0.22715454545454544
2022-01-21,0.1253054054054054
2022-01-22,0.16413684210526314
2022-01-23,0.2064185185185185
2022-01-24,0.1494
2022-01-25,0.14585151515151518
2022-01-26,0.3023083333333333
2022-01-27,0.1484
2022-01-28,0.30471818181818183
2022-01-29,0.1853125
2022-01-30,0.238675
2022-01-31,0.11073617021276597
2022-02-01,0.13916304347826086
2022-02-02,0.25640930232558135
2022-02-03,0.10758
2022-02-04,0.2204764705882353
2022-02-05,0.1466483870967742
2022-02-06,0.2735184210526316
2022-02-07,0.19863
2022-02-08,0.25735777777777774
2022-02-09,0.09612432432432433
2022-02-10,0.16133333333333333
2022-02-11,0.17651111111111112
2022-02-12,0.08325714285714286
2022-02-13,0.2943809523809524
2022-02-14,0.21328684210526316
2022-02-15,0.19420526315789474
2022-02-16,0.1926
2022-02-17,0.2458897435897436
2022-02-18,0.3221
2022-02-19,0.1546170731707317
2022-02-20,0.1737195652173913
2022-02-21,0.1928425
2022-02-22,0.2490222222222222
2022-02-23,0.1659342105263158
2022-02-24,0.11778000000000001
2022-02-25,0.09092702702702703
2022-02-26,0.26956756756756756
2022-02-27,0.10085348837209303
2022-02-28,0.16714736842105263
2022-03-01,0.2638
2022-03-02,0.11447837837837839
2022-03-03,0.14567179487179485
2022-03-04,0.30281176470588234
2022-03-05,0.177895
2022-03-06,0.11713333333333334
2022-03-07,0.031357142857142854
2022-03-08,0.10423750000000001
2022-03-09,0.16158780487804877
2022-03-10,0.18549714285714286
2022-03-11,0.1403939393939394
2022-03-12,0.06659999999999999
2022-03-13,0.23026052631578947
2022-03-14,0.08814054054054055
2022-03-15,0.0720125
2022-03-16,0.30215000000000003
2022-03-17,0.2353941176470588
2022-03-18,0.2658413043478261
2022-03-19,0.14485945945945947
2022-03-20,0.14217105263157895
2022-03-21,0.18844883720930233
2022-03-22,0.2732073170731707
2022-03-23,0.302072972972973
2022-03-24,0.27861470588235293
2022-03-25,0.1822794871794872
2022-03-26,0.2257829268292683
2022-03-27,0.2508264705882353
2022-03-28,0.1600068181818182
2022-03-29,0.11058108108108108
2022-03-30,0.19744736842105262
2022-03-31,0.22938684210526314
2022-04-01,0.19449555555555556
2022-04-02,0.10041190476190476
2022-04-03,0.19293846153846153
2022-04-04,0.23750571428571426
2022-04-05,0.22699677419354838
2022-04-06,0.15451111111111113
2022-04-07,0.13372564102564102
2022-04-08,0.19124736842105264
2022-04-09,0.289
2022-04-10,0.27946363636363636
2022-04-11,0.10151111111111111
2022-04-12,0.20737659574468081
2022-04-13,0.1202775
2022-04-14,0.18821538461538462
2022-04-15,0.035128571428571426
2022-04-16,0.18021219512195122
2022-04-17,0.15545135135135135
2022-04-18,0.1447408163265306
2022-04-19,0.1893
2022-04-20,0.174265
2022-04-21,0.11719183673469388
2022-04-22,0.1356
2022-04-23,0.10266666666666666
2022-04-24,0.2096942857142857
2022-04-25,0.1224611111111111
2022-04-26,-0.003051999999999999
2022-04-27,0.12259183673469388
2022-04-28,0.037583928571428574
2022-04-29,0.08032894736842106
2022-04-30,0.12701212121212122
2022-05-01,0.08047037037037036
2022-05-02,0.15113333333333334
2022-05-03,0.24225666666666665
2022-05-04,0.18852222222222223
2022-05-05,0.10599545454545455
2022-05-06,0.10219411764705881
2022-05-07,0.09149090909090908
2022-05-08,0.1415325
2022-05-09,0.12076341463414633
2022-05-10,0.23334444444444444
2022-05-11,0.10115675675675675
2022-05-12,0.131875
2022-05-13,0.21104210526315792
2022-05-14,0.10624878048780487
2022-05-15,0.12110606060606059
2022-05-16,0.10227666666666667
2022-05-17,0.2337969696969697
2022-05-18,0.044647727272727276
2022-05-19,0.1341942857142857
2022-05-20,0.24503714285714284
2022-05-21,0.21271219512195122
2022-05-22,0.06469166666666666
2022-05-23,0.2323030303030303
2022-05-24,0.222290243902439
2022-05-25,0.0999925
2022-05-26,0.1474891891891892
2022-05-27,0.14564545454545455
2022-05-28,0.04942333333333333
2022-05-29,0.161615
2022-05-30,0.07245952380952382
2022-05-31,0.2521366666666667
