Date,vader_polarity
2015-06-01,0.0740551282051282
2015-06-02,0.15282716049382716
2015-06-03,0.056571794871794874
2015-06-04,0.09705797101449276
2015-06-05,0.040909375
2015-06-06,0.11034459459459459
2015-06-07,0.08343658536585366
2015-06-08,0.06948414634146342
2015-06-09,0.10468026315789473
2015-06-10,0.04893205128205128
2015-06-11,0.08225194805194805
2015-06-12,0.06889859154929577
2015-06-13,0.14811666666666667
2015-06-14,0.10843552631578947
2015-06-15,0.15097974683544305
2015-06-16,0.08486578947368421
2015-06-17,0.12881621621621622
2015-06-18,0.21227142857142858
2015-06-19,0.13102567567567566
2015-06-20,0.03429701492537314
2015-06-21,0.065125
2015-06-22,0.19449999999999998
2015-06-23,0.14896153846153845
2015-06-24,0.16011290322580646
2015-06-25,0.0792875
2015-06-26,0.0742493670886076
2015-06-27,0.1931917808219178
2015-06-28,0.08640285714285716
2015-06-29,0.1404342105263158
2015-06-30,0.16565569620253165
2015-07-01,0.1087
2015-07-02,0.14812898550724637
2015-07-03,-0.0959
2015-07-04,-0.04812465753424658
2015-07-05,-0.055768571428571424
2015-07-06,0.08798249999999999
2015-07-07,0.17180684931506848
2015-07-08,0.09906451612903226
2015-07-09,-0.05413375
2015-07-10,0.04185373134328358
2015-07-11,0.10387671232876712
2015-07-12,0.10806769230769231
2015-07-13,0.1496492537313433
2015-07-14,0.09963623188405797
2015-07-15,0.08581000000000001
2015-07-16,0.07597096774193549
2015-07-17,0.047132307692307696
2015-07-18,0.2369795918367347
2015-07-19,0.14089350649350652
2015-07-20,0.12453134328358209
2015-07-21,0.06330384615384614
2015-07-22,0.04316764705882353
2015-07-23,0.18953484848484847
2015-07-24,0.135928
2015-07-25,0.13174285714285713
2015-07-26,0.11885362318840581
2015-07-27,0.10210298507462687
2015-07-28,0.07581973684210526
2015-07-29,0.12879868421052632
2015-07-30,0.041368749999999996
2015-07-31,0.07794556962025316
2015-08-01,0.08122533333333334
2015-08-02,0.0999620253164557
2015-08-03,-0.046713513513513515
2015-08-04,0.04094687500000001
2015-08-05,0.08101269841269841
2015-08-06,0.07149722222222223
2015-08-07,0.1129135593220339
2015-08-08,0.052632307692307694
2015-08-09,0.11924558823529413
2015-08-10,0.04551029411764705
